"","date","dailyMax","dailyMin"
"31845","2017-12-2",68,39
"31846","2017-12-2",68,39
"31870","2017-12-3",73,47
"31871","2017-12-3",73,47
"31907","2017-12-4",69,48
"31908","2017-12-4",69,48
"31935","2017-12-5",60,37
"31936","2017-12-5",60,37
"31960","2017-12-6",52,37
"31961","2017-12-6",52,37
"31985","2017-12-7",43,31
"31986","2017-12-7",43,31
"32010","2017-12-8",42,25
"32011","2017-12-8",42,25
"32035","2017-12-9",53,24
"32036","2017-12-9",53,24
"32060","2017-12-10",62,26
"32061","2017-12-10",62,26
"32085","2017-12-11",72,34
"32086","2017-12-11",72,34
"32110","2017-12-12",54,33
"32111","2017-12-12",54,33
"32135","2017-12-13",64,27
"32136","2017-12-13",64,27
"32160","2017-12-14",55,35
"32161","2017-12-14",55,35
"32185","2017-12-15",53,27
"32186","2017-12-15",53,27
"32210","2017-12-16",56,27
"32211","2017-12-16",56,27
"32251","2017-12-17",46,42
"32252","2017-12-17",46,42
"32282","2017-12-18",57,42
"32283","2017-12-18",57,42
"32333","2017-12-19",55,46
"32334","2017-12-19",56,46
"32376","2017-12-20",60,49
"32377","2017-12-20",60,49
"32419","2017-12-21",64,48
"32420","2017-12-21",64,48
"32485","2017-12-22",61,47
"32486","2017-12-22",61,47
"32515","2017-12-23",47,39
"32516","2017-12-23",47,39
"32547","2017-12-24",45,29
"32548","2017-12-24",45,29
"32572","2017-12-25",37,27
"32573","2017-12-25",37,27
"32597","2017-12-26",40,27
"32598","2017-12-26",40,27
"32622","2017-12-27",34,20
"32623","2017-12-27",34,20
"32647","2017-12-28",32,15
"32648","2017-12-28",32,15
"32673","2017-12-29",45,22
"32674","2017-12-29",45,22
"32701","2017-12-30",42,29
"32702","2017-12-30",42,29
"32731","2017-12-31",31,16
"32755","2018-1-1",24,10
"32756","2018-1-1",24,10
"32780","2018-1-2",23,11
"32781","2018-1-2",23,11
"32805","2018-1-3",40,14
"32806","2018-1-3",40,14
"32830","2018-1-4",38,22
"32831","2018-1-4",38,21
"32855","2018-1-5",50,16
"32856","2018-1-5",50,16
"32881","2018-1-6",39,21
"32882","2018-1-6",39,21
"32912","2018-1-7",48,24
"32913","2018-1-7",48,24
"32950","2018-1-8",47,41
"32951","2018-1-8",47,41
"32992","2018-1-9",46,41
"32993","2018-1-9",46,41
"33039","2018-1-10",58,43
"33040","2018-1-10",58,43
"33095","2018-1-11",65,31
"33096","2018-1-11",65,31
"33124","2018-1-12",39,23
"33125","2018-1-12",39,23
"33149","2018-1-13",35,21
"33150","2018-1-13",35,21
"33174","2018-1-14",34,23
"33175","2018-1-14",34,23
"33204","2018-1-15",48,21
"33205","2018-1-15",48,21
"33237","2018-1-16",22,9
"33238","2018-1-16",22,9
"33262","2018-1-17",28,7
"33263","2018-1-17",28,7
"33287","2018-1-18",41,12
"33288","2018-1-18",41,12
"33316","2018-1-19",45,21
"33317","2018-1-19",45,21
"33349","2018-1-20",61,36
"33350","2018-1-20",61,36
"33381","2018-1-21",66,59
"33383","2018-1-21",66,59
"33416","2018-1-22",65,43
"33417","2018-1-22",65,43
"33441","2018-1-23",53,38
"33442","2018-1-23",53,38
"33466","2018-1-24",58,27
"33467","2018-1-24",58,27
"33491","2018-1-25",64,27
"33492","2018-1-25",64,27
"33516","2018-1-26",65,28
"33517","2018-1-26",65,28
"33558","2018-1-27",59,44
"33559","2018-1-27",59,44
"33586","2018-1-28",60,35
"33587","2018-1-28",60,35
"33611","2018-1-29",50,26
"33612","2018-1-29",50,26
"33636","2018-1-30",43,23
"33637","2018-1-30",43,23
"33661","2018-1-31",67,29
"33662","2018-1-31",67,29
"33693","2018-2-1",52,34
"33694","2018-2-1",52,34
"33718","2018-2-2",39,25
"33719","2018-2-2",39,25
"33754","2018-2-3",48,25
"33755","2018-2-3",48,25
"33789","2018-2-4",59,28
"33790","2018-2-4",59,27
"33817","2018-2-5",43,20
"33818","2018-2-5",43,20
"33858","2018-2-6",43,32
"33859","2018-2-6",43,32
"33893","2018-2-7",43,27
"33894","2018-2-7",43,27
"33918","2018-2-8",50,24
"33919","2018-2-8",50,24
"33948","2018-2-9",64,28
"33949","2018-2-9",64,28
"34003","2018-2-10",54,38
"34004","2018-2-10",54,38
"34037","2018-2-11",38,30
"34038","2018-2-11",38,30
"34063","2018-2-12",46,27
"34064","2018-2-12",46,27
"34100","2018-2-13",44,28
"34101","2018-2-13",44,28
"34147","2018-2-14",58,42
"34148","2018-2-14",58,42
"34182","2018-2-15",77,58
"34183","2018-2-15",77,58
"34217","2018-2-16",69,44
"34218","2018-2-16",69,43
"34260","2018-2-17",50,34
"34261","2018-2-17",50,34
"34307","2018-2-18",51,33
"34308","2018-2-18",51,33
"34341","2018-2-19",77,51
"34342","2018-2-19",77,51
"34378","2018-2-20",81,60
"34379","2018-2-20",81,60
"34417","2018-2-21",60,37
"34418","2018-2-21",60,37
"34481","2018-2-22",47,37
"34482","2018-2-22",47,37
"34533","2018-2-23",55,47
"34534","2018-2-23",55,47
"34595","2018-2-24",72,52
"34596","2018-2-24",72,52
"34622","2018-2-25",54,40
"34623","2018-2-25",54,40
"34647","2018-2-26",63,35
"34648","2018-2-26",63,35
"34679","2018-2-27",64,36
"34680","2018-2-27",64,36
"34723","2018-2-28",63,52
"34724","2018-2-28",63,52
"34759","2018-3-1",67,47
"34760","2018-3-1",67,47
"34784","2018-3-2",60,39
"34785","2018-3-2",60,39
"34809","2018-3-3",61,36
"34810","2018-3-3",61,36
"34834","2018-3-4",56,39
"34835","2018-3-4",56,39
"34863","2018-3-5",76,50
"34864","2018-3-5",76,50
"34889","2018-3-6",64,37
"34890","2018-3-6",64,37
"34914","2018-3-7",54,31
"34915","2018-3-7",54,31
"34939","2018-3-8",59,31
"34940","2018-3-8",59,31
"34964","2018-3-9",72,34
"34965","2018-3-9",72,34
"35003","2018-3-10",72,53
"35004","2018-3-10",72,53
"35035","2018-3-11",66,44
"35036","2018-3-11",66,44
"35060","2018-3-12",58,36
"35061","2018-3-12",58,36
"35085","2018-3-13",60,33
"35086","2018-3-13",60,33
"35110","2018-3-14",63,32
"35111","2018-3-14",63,32
"35135","2018-3-15",74,35
"35136","2018-3-15",74,35
"35170","2018-3-16",76,54
"35171","2018-3-16",76,54
"35195","2018-3-17",81,50
"35196","2018-3-17",81,50
"35230","2018-3-18",61,48
"35231","2018-3-18",61,48
"35270","2018-3-19",75,49
"35271","2018-3-19",75,49
"35299","2018-3-20",59,47
"35300","2018-3-20",59,47
"35324","2018-3-21",63,41
"35325","2018-3-21",63,41
"35349","2018-3-22",69,37
"35350","2018-3-22",69,37
"35374","2018-3-23",76,47
"35375","2018-3-23",76,47
"35405","2018-3-24",79,60
"35406","2018-3-24",79,59
"35440","2018-3-25",60,46
"35441","2018-3-25",60,46
"35470","2018-3-26",82,49
"35471","2018-3-26",82,49
"35503","2018-3-27",83,62
"35504","2018-3-27",83,62
"35542","2018-3-28",65,58
"35543","2018-3-28",65,58
"35576","2018-3-29",70,51
"35577","2018-3-29",70,51
"35602","2018-3-30",66,43
"35603","2018-3-30",66,43
"35627","2018-3-31",77,43
"35628","2018-3-31",77,43
"35662","2018-4-1",64,43
"35663","2018-4-1",64,43
"35691","2018-4-2",57,39
"35692","2018-4-2",57,39
"35732","2018-4-3",83,45
"35733","2018-4-3",83,44
"35757","2018-4-4",57,35
"35758","2018-4-4",57,35
"35785","2018-4-5",60,37
"35786","2018-4-5",60,37
"35838","2018-4-6",56,48
"35839","2018-4-6",56,48
"35869","2018-4-7",48,31
"35870","2018-4-7",48,31
"35894","2018-4-8",51,28
"35895","2018-4-8",51,28
"35919","2018-4-9",62,36
"35920","2018-4-9",62,36
"35944","2018-4-10",64,41
"35945","2018-4-10",64,41
"35969","2018-4-11",76,39
"35970","2018-4-11",76,39
"35994","2018-4-12",83,53
"35995","2018-4-12",83,53
"36044","2018-4-13",78,59
"36045","2018-4-13",78,59
"36081","2018-4-14",61,40
"36082","2018-4-14",61,40
"36106","2018-4-15",51,39
"36107","2018-4-15",51,39
"36131","2018-4-16",67,32
"36132","2018-4-16",67,32
"36156","2018-4-17",85,42
"36157","2018-4-17",85,42
"36182","2018-4-18",84,56
"36183","2018-4-18",84,55
"36207","2018-4-19",62,43
"36208","2018-4-19",62,43
"36232","2018-4-20",68,38
"36233","2018-4-20",68,38
"36261","2018-4-21",73,46
"36262","2018-4-21",73,46
"36309","2018-4-22",68,53
"36310","2018-4-22",68,53
"36339","2018-4-23",63,52
"36340","2018-4-23",63,52
"36369","2018-4-24",80,50
"36403","2018-4-25",73,53
"36404","2018-4-25",73,53
"36442","2018-4-26",69,52
"36443","2018-4-26",69,52
"36467","2018-4-27",78,50
"36468","2018-4-27",78,50
"36492","2018-4-28",84,47
"36493","2018-4-28",84,47
"36517","2018-4-29",71,48
"36518","2018-4-29",71,48
"36542","2018-4-30",80,48
"36543","2018-4-30",80,48
"36567","2018-5-1",83,56
"36568","2018-5-1",83,56
"36598","2018-5-2",84,61
"36599","2018-5-2",84,61
"36630","2018-5-3",82,66
"36631","2018-5-3",82,66
"36659","2018-5-4",76,65
"36660","2018-5-4",76,65
"36687","2018-5-5",82,61
"36688","2018-5-5",82,61
"36715","2018-5-6",88,57
"36716","2018-5-6",88,57
"36740","2018-5-7",88,58
"36741","2018-5-7",88,58
"36766","2018-5-8",91,61
"36791","2018-5-9",89,66
"36815","2018-5-10",88,61
"36816","2018-5-10",88,61
"36841","2018-5-11",89,64
"36842","2018-5-11",89,64
"36866","2018-5-12",89,64
"36867","2018-5-12",89,64
"36891","2018-5-13",91,64
"36892","2018-5-13",91,64
"36916","2018-5-14",92,68
"36917","2018-5-14",92,68
"36949","2018-5-15",86,67
"36950","2018-5-15",86,67
"36976","2018-5-16",90,66
"36977","2018-5-16",90,66
"37009","2018-5-17",84,65
"37010","2018-5-17",84,65
"37034","2018-5-18",88,63
"37035","2018-5-18",88,63
"37059","2018-5-19",92,68
"37060","2018-5-19",92,68
"37088","2018-5-20",91,69
"37089","2018-5-20",91,69
"37126","2018-5-21",82,69
"37127","2018-5-21",82,69
"37168","2018-5-22",84,69
"37169","2018-5-22",84,69
"37205","2018-5-23",88,67
"37206","2018-5-23",88,67
"37238","2018-5-24",88,66
"37239","2018-5-24",88,66
"37268","2018-5-25",87,68
"37269","2018-5-25",87,68
"37306","2018-5-26",86,67
"37307","2018-5-26",86,67
"37331","2018-5-27",89,67
"37332","2018-5-27",89,67
"37356","2018-5-28",91,71
"37357","2018-5-28",91,71
"37381","2018-5-29",88,70
"37382","2018-5-29",88,70
"37408","2018-5-30",92,71
"37409","2018-5-30",92,71
"37433","2018-5-31",90,73
"37434","2018-5-31",90,73
"37468","2018-6-1",92,72
"37469","2018-6-1",92,72
"37497","2018-6-2",93,71
"37498","2018-6-2",93,71
"37524","2018-6-3",86,67
"37525","2018-6-3",86,67
"37549","2018-6-4",86,62
"37550","2018-6-4",86,62
"37574","2018-6-5",88,67
"37575","2018-6-5",88,67
"37599","2018-6-6",89,65
"37600","2018-6-6",89,65
"37624","2018-6-7",91,67
"37625","2018-6-7",91,67
"37652","2018-6-8",90,71
"37653","2018-6-8",90,71
"37679","2018-6-9",91,68
"37680","2018-6-9",91,68
"37704","2018-6-10",92,68
"37705","2018-6-10",92,68
"37734","2018-6-11",89,71
"37735","2018-6-11",89,71
"37764","2018-6-12",92,72
"37765","2018-6-12",92,72
"37801","2018-6-13",92,71
"37802","2018-6-13",92,71
"37826","2018-6-14",93,69
"37827","2018-6-14",93,69
"37851","2018-6-15",92,73
"37852","2018-6-15",92,73
"37876","2018-6-16",93,74
"37877","2018-6-16",93,74
"37901","2018-6-17",91,74
"37902","2018-6-17",91,74
"37933","2018-6-18",89,72
"37934","2018-6-18",89,72
"37958","2018-6-19",88,69
"37959","2018-6-19",88,69
"37988","2018-6-20",80,71
"37989","2018-6-20",80,71
"38023","2018-6-21",92,72
"38024","2018-6-21",92,72
"38048","2018-6-22",93,70
"38049","2018-6-22",93,70
"38085","2018-6-23",88,70
"38086","2018-6-23",88,70
"38118","2018-6-24",90,70
"38119","2018-6-24",90,70
"38145","2018-6-25",91,68
"38146","2018-6-25",91,68
"38170","2018-6-26",94,77
"38171","2018-6-26",94,77
"38195","2018-6-27",96,78
"38196","2018-6-27",96,78
"38220","2018-6-28",97,75
"38221","2018-6-28",97,75
"38247","2018-6-29",94,72
"38248","2018-6-29",94,72
"38272","2018-6-30",96,75
"38273","2018-6-30",96,75
"38301","2018-7-1",96,74
"38302","2018-7-1",96,74
"38327","2018-7-2",95,75
"38351","2018-7-3",93,76
"38352","2018-7-3",93,76
"38377","2018-7-4",94,75
"38378","2018-7-4",94,75
"38402","2018-7-5",95,77
"38403","2018-7-5",95,77
"38434","2018-7-6",96,72
"38435","2018-7-6",96,72
"38459","2018-7-7",93,72
"38460","2018-7-7",93,72
"38490","2018-7-8",92,73
"38491","2018-7-8",92,73
"38519","2018-7-9",91,71
"38520","2018-7-9",91,71
"38544","2018-7-10",94,73
"38545","2018-7-10",94,73
"38569","2018-7-11",96,75
"38570","2018-7-11",96,75
"38594","2018-7-12",97,75
"38595","2018-7-12",97,75
"38619","2018-7-13",99,75
"38620","2018-7-13",99,75
"38646","2018-7-14",100,75
"38647","2018-7-14",100,75
"38679","2018-7-15",101,74
"38680","2018-7-15",101,74
"38706","2018-7-16",93,74
"38707","2018-7-16",93,74
"38742","2018-7-17",96,74
"38743","2018-7-17",96,74
"38771","2018-7-18",86,73
"38772","2018-7-18",86,73
"38805","2018-7-19",97,75
"38806","2018-7-19",97,75
"38842","2018-7-20",97,76
"38843","2018-7-20",97,76
"38879","2018-7-21",95,73
"38880","2018-7-21",95,73
"38904","2018-7-22",93,69
"38905","2018-7-22",93,69
"38929","2018-7-23",89,72
"38930","2018-7-23",89,72
"38954","2018-7-24",93,70
"38955","2018-7-24",93,70
"38979","2018-7-25",93,72
"38980","2018-7-25",93,72
"39008","2018-7-26",96,69
"39010","2018-7-26",96,69
"39039","2018-7-27",86,70
"39040","2018-7-27",86,70
"39072","2018-7-28",79,71
"39073","2018-7-28",79,71
"39109","2018-7-29",84,70
"39110","2018-7-29",84,70
"39140","2018-7-30",80,69
"39141","2018-7-30",80,69
"39168","2018-7-31",86,67
"39169","2018-7-31",86,67
"39193","2018-8-1",88,65
"39194","2018-8-1",88,65
"39219","2018-8-2",90,65
"39220","2018-8-2",90,65
"39244","2018-8-3",90,67
"39245","2018-8-3",90,67
"39269","2018-8-4",91,70
"39270","2018-8-4",91,70
"39294","2018-8-5",94,73
"39295","2018-8-5",94,73
"39323","2018-8-6",96,72
"39324","2018-8-6",96,72
"39355","2018-8-7",97,71
"39356","2018-8-7",97,71
"39393","2018-8-8",86,70
"39394","2018-8-8",86,70
"39439","2018-8-9",82,70
"39440","2018-8-9",82,70
"39464","2018-8-10",93,69
"39465","2018-8-10",93,69
"39489","2018-8-11",95,71
"39490","2018-8-11",95,71
"39520","2018-8-12",91,71
"39521","2018-8-12",91,71
"39552","2018-8-13",81,71
"39553","2018-8-13",81,71
"39585","2018-8-14",86,71
"39586","2018-8-14",86,71
"39610","2018-8-15",86,74
"39611","2018-8-15",86,74
"39635","2018-8-16",94,76
"39636","2018-8-16",94,76
"39694","2018-8-17",84,69
"39696","2018-8-17",84,69
"39734","2018-8-18",88,70
"39735","2018-8-18",88,70
"39778","2018-8-19",87,71
"39779","2018-8-19",87,71
"39824","2018-8-20",90,70
"39850","2018-8-21",84,66
"39851","2018-8-21",84,66
"39875","2018-8-22",87,68
"39876","2018-8-22",87,68
"39900","2018-8-23",83,66
"39901","2018-8-23",83,66
"39925","2018-8-24",90,65
"39926","2018-8-24",90,65
"39950","2018-8-25",93,69
"39951","2018-8-25",93,69
"39975","2018-8-26",91,71
"39976","2018-8-26",91,71
"40000","2018-8-27",91,72
"40001","2018-8-27",91,72
"40027","2018-8-28",91,73
"40028","2018-8-28",91,73
"40059","2018-8-29",90,74
"40060","2018-8-29",90,74
"40095","2018-8-30",91,72
"40096","2018-8-30",91,72
"40126","2018-8-31",92,70
"40127","2018-8-31",92,70
"40155","2018-9-1",90,71
"40156","2018-9-1",90,71
"40187","2018-9-2",90,72
"40188","2018-9-2",90,72
"40214","2018-9-3",92,72
"40215","2018-9-3",92,72
"40240","2018-9-4",91,72
"40241","2018-9-4",91,72
"40267","2018-9-5",91,71
"40268","2018-9-5",91,71
"40318","2018-9-6",80,73
"40319","2018-9-6",80,73
"40386","2018-9-7",81,73
"40387","2018-9-7",81,73
"40435","2018-9-8",87,72
"40436","2018-9-8",87,72
"40480","2018-9-9",75,67
"40481","2018-9-9",75,67
"40512","2018-9-10",79,65
"40513","2018-9-10",79,65
"40537","2018-9-11",76,65
"40538","2018-9-11",76,65
"40571","2018-9-12",78,67
"40572","2018-9-12",78,67
"40596","2018-9-13",88,65
"40597","2018-9-13",88,65
"40621","2018-9-14",91,71
"40622","2018-9-14",91,71
"40646","2018-9-15",91,72
"40647","2018-9-15",91,72
"40672","2018-9-16",92,71
"40697","2018-9-17",93,73
"40721","2018-9-18",95,71
"40722","2018-9-18",95,71
"40747","2018-9-19",94,73
"40771","2018-9-20",93,73
"40772","2018-9-20",93,73
"40808","2018-9-21",92,71
"40809","2018-9-21",92,71
"40851","2018-9-22",71,62
"40852","2018-9-22",71,62
"40884","2018-9-23",67,63
"40932","2018-9-24",81,65
"40933","2018-9-24",81,65
"40962","2018-9-25",87,68
"40963","2018-9-25",87,68
"40991","2018-9-26",73,60
"40992","2018-9-26",73,60
"41030","2018-9-27",65,56
"41031","2018-9-27",65,56
"41059","2018-9-28",74,54
"41060","2018-9-28",74,54
"41092","2018-9-29",78,55
"41093","2018-9-29",78,55
"41118","2018-9-30",83,58
"41119","2018-9-30",83,58
"41150","2018-10-1",85,69
"41151","2018-10-1",85,69
"41177","2018-10-2",88,67
"41178","2018-10-2",88,67
"41204","2018-10-3",88,69
"41205","2018-10-3",88,69
"41229","2018-10-4",89,69
"41230","2018-10-4",89,69
"41254","2018-10-5",89,70
"41255","2018-10-5",89,70
"41279","2018-10-6",87,68
"41280","2018-10-6",87,68
"41306","2018-10-7",87,70
"41307","2018-10-7",87,70
"41331","2018-10-8",88,67
"41332","2018-10-8",88,67
"41376","2018-10-9",85,69
"41377","2018-10-9",85,69
"41412","2018-10-10",79,58
"41413","2018-10-10",79,58
"41438","2018-10-11",69,50
"41439","2018-10-11",69,50
"41463","2018-10-12",62,49
"41464","2018-10-12",62,49
"41512","2018-10-13",59,55
"41513","2018-10-13",59,55
"41561","2018-10-14",70,59
"41562","2018-10-14",70,59
"41619","2018-10-15",63,46
"41620","2018-10-15",63,46
"41649","2018-10-16",50,45
"41650","2018-10-16",50,45
"41674","2018-10-17",69,46
"41675","2018-10-17",69,46
"41699","2018-10-18",64,49
"41700","2018-10-18",64,49
"41739","2018-10-19",66,47
"41740","2018-10-19",66,47
"41772","2018-10-20",72,51
"41773","2018-10-20",72,51
"41797","2018-10-21",59,40
"41798","2018-10-21",59,39
"41828","2018-10-22",64,36
"41829","2018-10-22",64,36
"41853","2018-10-23",70,45
"41854","2018-10-23",70,45
"41878","2018-10-24",67,46
"41879","2018-10-24",67,46
"41929","2018-10-25",55,49
"41930","2018-10-25",55,49
"41959","2018-10-26",60,45
"41960","2018-10-26",60,45
"41984","2018-10-27",75,43
"41985","2018-10-27",75,43
"42009","2018-10-28",81,48
"42010","2018-10-28",81,48
"42034","2018-10-29",74,47
"42035","2018-10-29",74,47
"42063","2018-10-30",80,46
"42064","2018-10-30",80,53
"42115","2018-10-31",79,58
"42116","2018-10-31",79,58
"42157","2018-11-1",58,47
"42158","2018-11-1",58,47
"42182","2018-11-2",62,41
"42183","2018-11-2",62,41
"42218","2018-11-3",70,40
"42219","2018-11-3",70,40
"42249","2018-11-4",67,44
"42250","2018-11-4",67,44
"42315","2018-11-5",65,43
"42316","2018-11-5",65,43
"42360","2018-11-6",67,50
"42361","2018-11-6",67,50
"42390","2018-11-7",61,51
"42391","2018-11-7",61,51
"42416","2018-11-8",57,45
"42417","2018-11-8",57,45
"42445","2018-11-9",55,35
"42446","2018-11-9",55,35
"42470","2018-11-10",42,26
"42471","2018-11-10",42,26
"42495","2018-11-11",47,35
"42496","2018-11-11",47,35
"42533","2018-11-12",45,35
"42534","2018-11-12",45,35
"42563","2018-11-13",42,31
"42610","2018-11-14",34,28
"42635","2018-11-15",51,24
"42660","2018-11-16",64,32
"42685","2018-11-17",68,32
"42719","2018-11-18",56,41
"42750","2018-11-19",48,34
"42775","2018-11-20",52,31
"42808","2018-11-21",57,28
"42833","2018-11-22",60,31
"42879","2018-11-23",52,40
